num_atoms,num_res,load,process,run,total,pdbid
1335,166,0.028100252151489258,0.11447691917419434,3.5304505825042725,3.673027753829956,4g29
5019,639,0.08195257186889648,1.4761786460876465,14.11202073097229,15.670151948928833,1atn
1058,137,0.02010202407836914,0.0722193717956543,2.7452707290649414,2.837592124938965,2p6h
3183,379,0.10776185989379883,0.585989236831665,8.793707132339478,9.487458229064941,6pz0
1779,224,0.033725738525390625,0.18281102180480957,4.77125096321106,4.98778772354126,2p7g
3004,374,0.05527853965759277,0.5235161781311035,8.300487756729126,8.879282474517822,5flj
3191,398,0.05842709541320801,0.5878002643585205,8.801229000091553,9.447456359863281,2qrs
2442,309,0.04585862159729004,0.34775233268737793,6.646132707595825,7.039743661880493,4tts
6242,797,0.10652327537536621,2.277798652648926,17.763917684555054,20.148239612579346,5te4
3246,391,0.05841469764709473,0.6217985153198242,8.91681456565857,9.597027778625488,5a08
2564,330,0.045159101486206055,0.38815999031066895,6.998513221740723,7.431832313537598,2g21
5714,694,0.09302139282226562,1.9224731922149658,16.155465841293335,18.170960426330566,1rpa
1652,203,0.029454946517944336,0.17161202430725098,4.418743848800659,4.6198108196258545,1r44
5306,674,0.09885931015014648,1.620185375213623,15.037285566329956,16.756330251693726,1or0
2303,294,0.03461027145385742,0.32045936584472656,6.25754976272583,6.612619400024414,3cly
2167,283,0.04054594039916992,0.27471232414245605,5.869881629943848,6.185139894485474,3k35
3319,404,0.061914920806884766,0.6413815021514893,9.156898736953735,9.86019515991211,2cl3
3032,301,0.050797224044799805,0.546480655670166,8.316624879837036,8.913902759552002,2vhg
410,54,0.010957479476928711,0.013240575790405273,1.0167667865753174,1.0409648418426514,1t9o
4248,538,0.07128405570983887,1.0483171939849854,11.838860988616943,12.958462238311768,2xuo
1368,167,0.026117563247680664,0.1131737232208252,3.6003007888793945,3.7395920753479004,5yh7
1853,243,0.03675031661987305,0.1982715129852295,4.965212345123291,5.2002341747283936,2gbr
3658,450,0.06596755981445312,0.7809972763061523,10.111560344696045,10.95852518081665,2wvv
482,64,0.012624025344848633,0.018195629119873047,1.2078721523284912,1.238691806793213,1snb
6280,817,0.10541272163391113,2.3375532627105713,17.99832320213318,20.44128918647766,2vf7
4048,493,0.07141828536987305,0.9553372859954834,11.270053148269653,12.29680871963501,5h6u
2450,298,0.050501108169555664,0.3616471290588379,6.686789512634277,7.098937749862671,3nhi
3260,404,0.06114554405212402,0.6223680973052979,8.992962121963501,9.676475763320923,2b67
2035,254,0.03565502166748047,0.24239897727966309,5.5299530029296875,5.808007001876831,1zvm
3554,458,0.05631279945373535,0.7463269233703613,9.84343147277832,10.646071195602417,6ckl
5378,687,0.07792997360229492,1.693321943283081,15.18272852897644,16.953980445861816,2z9n
1143,151,0.02271294593811035,0.09074926376342773,2.9873697757720947,3.100831985473633,4h4a
1455,167,0.029038429260253906,0.12350916862487793,3.839754343032837,3.9923019409179688,3s9u
1282,173,0.030898094177246094,0.09512853622436523,3.367051124572754,3.4930777549743652,4ck4
2001,244,0.03494143486022949,0.23358964920043945,5.407216310501099,5.675747394561768,2hz0
3284,410,0.05574631690979004,0.6196742057800293,9.058544397354126,9.733964920043945,3e6u
1013,130,0.020140647888183594,0.0635988712310791,2.6285598278045654,2.712299346923828,1k5u
840,111,0.028348684310913086,0.04116988182067871,2.1552069187164307,2.2247254848480225,2mmx
1085,134,0.02094745635986328,0.0685129165649414,2.832138776779175,2.9215991497039795,6aaf
1807,226,0.03239321708679199,0.18919706344604492,4.803929567337036,5.025519847869873,5dpi
2689,342,0.04564476013183594,0.41541123390197754,7.406670570373535,7.867726564407349,1mc0
4646,600,0.07808327674865723,1.2394459247589111,13.03866195678711,14.356191158294678,6hxy
6290,782,0.11567521095275879,2.3144683837890625,17.96892786026001,20.39907145500183,4bhg
3575,450,0.0660402774810791,0.7484545707702637,9.900800704956055,10.715295553207397,5jz8
3546,454,0.06374478340148926,0.7395298480987549,9.866334199905396,10.66960883140564,6eh6
1755,221,0.03312873840332031,0.18256378173828125,4.694939613342285,4.910632133483887,6rzs
2870,356,0.05189228057861328,0.47993922233581543,7.88011360168457,8.411945104598999,5etc
2158,285,0.03862786293029785,0.2740952968597412,5.8730149269104,6.1857380867004395,3u35
1925,243,0.07443642616271973,0.2156202793121338,5.197661399841309,5.487718105316162,6mxz
4127,515,0.06859922409057617,0.9937534332275391,11.564037799835205,12.62639045715332,3dy6
1771,215,0.031017065048217773,0.1880483627319336,4.723745346069336,4.942810773849487,4g99
2345,304,0.047794342041015625,0.3149290084838867,6.375885725021362,6.738609075546265,1k63
3038,385,0.09502625465393066,0.5320816040039062,8.408024072647095,9.035131931304932,4yzc
1579,209,0.026880264282226562,0.1479020118713379,4.207695007324219,4.382477283477783,1o0e
1133,144,0.037030696868896484,0.07461094856262207,2.9413678646087646,3.053009510040283,5ysj
2228,275,0.039055824279785156,0.2866814136505127,6.014053106307983,6.339790344238281,3bbt
1097,149,0.024608850479125977,0.06911253929138184,2.8586525917053223,2.95237398147583,2nlb
6038,786,0.09996485710144043,2.103149175643921,17.218825578689575,19.421939611434937,1nvb
2741,327,0.04963040351867676,0.44698572158813477,7.516642332077026,8.013258457183838,3fl5
1688,219,0.03230094909667969,0.16980361938476562,4.5476343631744385,4.749738931655884,2pzg
1555,195,0.027249574661254883,0.14235568046569824,4.121346950531006,4.290952205657959,4w4z
3126,395,0.052878379821777344,0.5626916885375977,8.643523693084717,9.259093761444092,1ll4
2265,278,0.04037880897521973,0.298084020614624,6.111572027206421,6.450034856796265,1aq1
7783,964,0.13312435150146484,3.482805013656616,22.403589487075806,26.019518852233887,4g73
